Primer	Reference	Start	End
DENV2_2_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	754	777
DENV2_3_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	647	669
DENV2_3_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	651	673
DENV2_3_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	647	669
DENV2_3_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	649	671
DENV2_3_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	1025	1044
DENV2_3_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	3863	3882
DENV2_3_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	1025	1044
DENV2_3_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	1027	1046
DENV2_4_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	918	939
DENV2_4_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	9426	9447
DENV2_4_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	918	939
DENV2_4_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	920	941
DENV2_4_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	8155	8179
DENV2_4_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	8147	8171
DENV2_4_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	2843	2867
DENV2_4_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	1292	1316
DENV2_5_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	7769	7790
DENV2_5_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	5554	5575
DENV2_5_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	1191	1212
DENV2_5_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	1193	1214
DENV2_5_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	1566	1587
DENV2_5_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	1570	1591
DENV2_5_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	1560	1581
DENV2_5_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	1568	1589
DENV2_6_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	1502	1523
DENV2_6_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	1506	1527
DENV2_6_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	1496	1517
DENV2_6_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	1504	1525
DENV2_6_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	1872	1896
DENV2_6_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	1876	1900
DENV2_6_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	1866	1890
DENV2_6_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	1874	1898
DENV2_7_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	8245	8266
DENV2_7_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	333	354
DENV2_7_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	3766	3787
DENV2_7_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	1758	1779
DENV2_7_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	2127	2148
DENV2_7_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	2131	2152
DENV2_7_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	2121	2142
DENV2_7_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	2129	2150
DENV2_8_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	6194	6215
DENV2_8_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	2039	2060
DENV2_8_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	2029	2050
DENV2_8_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	2037	2058
DENV2_8_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	1120	1141
DENV2_8_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	3575	3596
DENV2_8_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	3164	3185
DENV2_8_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	2422	2443
DENV2_9_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	2323	2346
DENV2_9_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	7665	7688
DENV2_9_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	2317	2340
DENV2_9_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	2325	2348
DENV2_9_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	2293	2314
DENV2_9_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	7712	7733
DENV2_9_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	10224	10245
DENV2_9_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	2706	2727
DENV2_10_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	2619	2645
DENV2_10_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	2623	2649
DENV2_10_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	2613	2639
DENV2_10_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	2621	2647
DENV2_10_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	2997	3018
DENV2_10_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	3001	3022
DENV2_10_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	2991	3012
DENV2_10_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	2999	3020
DENV2_11_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	6036	6057
DENV2_11_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	10531	10552
DENV2_11_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	4609	4630
DENV2_11_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	2851	2872
DENV2_11_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	3227	3248
DENV2_11_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	3231	3252
DENV2_11_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	3221	3242
DENV2_11_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	3229	3250
DENV2_12_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	3164	3183
DENV2_12_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	3168	3187
DENV2_12_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	3158	3177
DENV2_12_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	3166	3185
DENV2_12_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	2407	2428
DENV2_12_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	4842	4863
DENV2_12_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	5041	5062
DENV2_12_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	3550	3571
DENV2_13_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	3386	3407
DENV2_13_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	3390	3411
DENV2_13_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	3380	3401
DENV2_13_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	3388	3409
DENV2_13_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	6874	6896
DENV2_13_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	3995	4017
DENV2_13_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	900	922
DENV2_13_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	3770	3792
DENV2_14_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	3400	3421
DENV2_14_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	5820	5841
DENV2_14_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	3394	3415
DENV2_14_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	3697	3718
DENV2_14_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	8440	8461
DENV2_14_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	4155	4176
DENV2_14_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	2106	2127
DENV2_14_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	4076	4097
DENV2_15_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	3988	4007
DENV2_15_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	4433	4452
DENV2_15_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	2297	2316
DENV2_15_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	3990	4009
DENV2_15_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	4369	4391
DENV2_15_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	9790	9812
DENV2_15_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	8432	8454
DENV2_15_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	4371	4393
DENV2_16_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	2717	2736
DENV2_16_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	6346	6365
DENV2_16_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	4112	4131
DENV2_16_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	4120	4139
DENV2_16_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	1564	1585
DENV2_16_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	4503	4524
DENV2_16_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	8715	8736
DENV2_16_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	4501	4522
DENV2_17_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	2318	2339
DENV2_17_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	7310	7331
DENV2_17_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	8261	8282
DENV2_17_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	4468	4489
DENV2_17_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	3496	3515
DENV2_17_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	4842	4861
DENV2_17_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	2927	2946
DENV2_17_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	4840	4859
DENV2_18_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	6267	6290
DENV2_18_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	4771	4794
DENV2_18_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	6261	6284
DENV2_18_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	4769	4792
DENV2_18_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	5138	5159
DENV2_18_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	5139	5160
DENV2_18_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	5132	5153
DENV2_18_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	5137	5158
DENV2_19_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	5006	5028
DENV2_19_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	5010	5032
DENV2_19_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	2357	2379
DENV2_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	5008	5030
DENV2_19_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	5404	5427
DENV2_19_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	5405	5428
DENV2_19_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	5398	5421
DENV2_19_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	5403	5426
DENV2_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	2053	2073
DENV2_20_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	2278	2298
DENV2_20_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	5312	5332
DENV2_20_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	5317	5337
DENV2_20_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	2181	2203
DENV2_20_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	5716	5738
DENV2_20_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	5709	5731
DENV2_20_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	5714	5736
DENV2_21_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	5570	5591
DENV2_21_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	5571	5592
DENV2_21_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	3857	3878
DENV2_21_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	5569	5590
DENV2_21_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	5958	5981
DENV2_21_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	5959	5982
DENV2_21_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	4750	4773
DENV2_21_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	5957	5980
DENV2_22_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	5884	5907
DENV2_22_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	5885	5908
DENV2_22_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	5878	5901
DENV2_22_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	5883	5906
DENV2_22_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	6266	6287
DENV2_22_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	6267	6288
DENV2_22_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	6260	6281
DENV2_22_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	6265	6286
DENV2_23_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	6121	6144
DENV2_23_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	6122	6145
DENV2_23_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	6115	6138
DENV2_23_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	6120	6143
DENV2_23_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	5220	5239
DENV2_23_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	5221	5240
DENV2_23_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	4225	4244
DENV2_23_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	6503	6522
DENV2_24_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	6354	6375
DENV2_24_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	6355	6376
DENV2_24_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	6348	6369
DENV2_24_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	6353	6374
DENV2_24_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	6737	6759
DENV2_24_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	6738	6760
DENV2_24_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	6731	6753
DENV2_24_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	6736	6758
DENV2_25_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	1038	1059
DENV2_25_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	6669	6690
DENV2_25_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	6363	6384
DENV2_25_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	6667	6688
DENV2_25_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	7038	7059
DENV2_25_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	7027	7048
DENV2_25_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	4124	4145
DENV2_25_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	7034	7055
DENV2_26_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	6919	6939
DENV2_26_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	8315	8335
DENV2_26_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	5089	5109
DENV2_26_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	6915	6935
DENV2_26_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	7303	7329
DENV2_26_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	7292	7318
DENV2_26_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	7294	7320
DENV2_26_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	7299	7325
DENV2_27_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	7245	7266
DENV2_27_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	7234	7255
DENV2_27_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	7236	7257
DENV2_27_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	7241	7262
DENV2_27_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	6330	6351
DENV2_27_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	3109	3130
DENV2_27_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	1930	1951
DENV2_27_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	7622	7643
DENV2_28_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	7521	7542
DENV2_28_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	7510	7531
DENV2_28_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	7512	7533
DENV2_28_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	7517	7538
DENV2_28_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	7907	7928
DENV2_28_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	7896	7917
DENV2_28_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	7898	7919
DENV2_28_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	7903	7924
DENV2_29_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	7827	7848
DENV2_29_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	2032	2053
DENV2_29_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	7818	7839
DENV2_29_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	7823	7844
DENV2_29_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	8210	8232
DENV2_29_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	8202	8224
DENV2_29_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	8201	8223
DENV2_29_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	8209	8231
DENV2_30_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	8094	8118
DENV2_30_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	8086	8110
DENV2_30_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	8085	8109
DENV2_30_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	8093	8117
DENV2_30_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	4089	4112
DENV2_30_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	10210	10233
DENV2_30_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	8476	8499
DENV2_30_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	8484	8507
DENV2_31_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	2859	2881
DENV2_31_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	8418	8440
DENV2_31_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	8417	8439
DENV2_31_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	8425	8447
DENV2_31_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	1998	2021
DENV2_31_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	6436	6459
DENV2_31_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	8790	8813
DENV2_31_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	8798	8821
DENV2_32_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	747	767
DENV2_32_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	2796	2816
DENV2_32_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	4556	4576
DENV2_32_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	8656	8676
DENV2_32_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	9028	9051
DENV2_32_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	9020	9043
DENV2_32_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	9019	9042
DENV2_32_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	9027	9050
DENV2_33_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	8969	8988
DENV2_33_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	7194	7213
DENV2_33_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	8960	8979
DENV2_33_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	8968	8987
DENV2_33_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	9345	9369
DENV2_33_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	9337	9361
DENV2_33_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	9336	9360
DENV2_33_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	9344	9368
DENV2_34_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	10027	10049
DENV2_34_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	10130	10152
DENV2_34_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	9419	9441
DENV2_34_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	9229	9251
DENV2_34_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	9608	9631
DENV2_34_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	5622	5645
DENV2_34_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	9602	9625
DENV2_34_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	9607	9630
DENV2_35_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	9534	9555
DENV2_35_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	9529	9550
DENV2_35_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	9528	9549
DENV2_35_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	9533	9554
DENV2_35_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	9930	9951
DENV2_35_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	9925	9946
DENV2_35_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	9924	9945
DENV2_35_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	9929	9950
DENV2_36_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	9864	9885
DENV2_36_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	9859	9880
DENV2_36_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	9858	9879
DENV2_36_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	9863	9884
DENV2_36_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	5890	5911
DENV2_36_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	7590	7611
DENV2_36_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	4299	4320
DENV2_36_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	10238	10259
DENV2_37_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	10178	10202
DENV2_37_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	10173	10197
DENV2_37_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	10172	10196
DENV2_37_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	10177	10201
DENV2_37_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	10557	10578
DENV2_37_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	10473	10494
DENV2_37_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	638	659
DENV2_37_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	10546	10567
DENV3_1_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	14	35
DENV3_1_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	14	35
DENV3_1_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	14	35
DENV3_1_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	14	35
DENV3_1_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	6964	6986
DENV3_1_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	1854	1876
DENV3_1_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	394	416
DENV3_1_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	7996	8018
DENV3_2_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	3394	3415
DENV3_2_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	3398	3419
DENV3_2_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	312	333
DENV3_2_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	4953	4974
DENV3_2_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	690	711
DENV3_2_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	694	715
DENV3_2_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	690	711
DENV3_2_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	692	713
DENV3_3_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	617	638
DENV3_3_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	621	642
DENV3_3_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	617	638
DENV3_3_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	619	640
DENV3_3_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	996	1015
DENV3_3_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	1000	1019
DENV3_3_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	996	1015
DENV3_3_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	998	1017
DENV3_4_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	937	959
DENV3_4_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	941	963
DENV3_4_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	937	959
DENV3_4_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	10259	10281
DENV3_4_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	6455	6476
DENV3_4_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	1322	1343
DENV3_4_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	1318	1339
DENV3_4_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	1320	1341
DENV3_5_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	1237	1258
DENV3_5_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	1241	1262
DENV3_5_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	1237	1258
DENV3_5_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	1239	1260
DENV3_5_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	1625	1647
DENV3_5_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	4680	4702
DENV3_5_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	1619	1641
DENV3_5_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	4283	4305
DENV3_6_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	1550	1572
DENV3_6_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	1554	1576
DENV3_6_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	1544	1566
DENV3_6_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	1552	1574
DENV3_6_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	8403	8424
DENV3_6_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	8733	8754
DENV3_6_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	1942	1963
DENV3_6_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	1228	1249
DENV3_7_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	1836	1863
