Forward_Primer	Reverse_Primer	Combination_Name	Reference	Amplicon_Length	Round_Type
1G3P6_F	DENV2_36_R	1G3P6_F_DENV2_36_R	GCF_000862125.1_ViralProj15306_genomic	155	first
1G3P6_F	DENV-3′-UTR_R	1G3P6_F_DENV-3′-UTR_R	GCF_000862125.1_ViralProj15306_genomic	177	first
1G3P6_F	DENV_R1-3_R	1G3P6_F_DENV_R1-3_R	GCF_000862125.1_ViralProj15306_genomic	168	first
1G3P6_F	DENV_R4_R	1G3P6_F_DENV_R4_R	GCF_000862125.1_ViralProj15306_genomic	168	first
1G3P6_F	Den4_R10653_R	1G3P6_F_Den4_R10653_R	GCF_000862125.1_ViralProj15306_genomic	206	first
1G3P6_F	DV.L2_R	1G3P6_F_DV.L2_R	GCF_000862125.1_ViralProj15306_genomic	186	first
1G3P6_F	DenAs_R	1G3P6_F_DenAs_R	GCF_000862125.1_ViralProj15306_genomic	186	first
1G3P6_F	DenAs_R	1G3P6_F_DenAs_R	GCF_000862125.1_ViralProj15306_genomic	187	first
1G3P6_F	D2-10723_RV_R	1G3P6_F_D2-10723_RV_R	GCF_000862125.1_ViralProj15306_genomic	208	first
1G3P6_F	Primer_3_R	1G3P6_F_Primer_3_R	GCF_000862125.1_ViralProj15306_genomic	207	first
1G3P6_F	QST-D1L_R	1G3P6_F_QST-D1L_R	GCF_000862125.1_ViralProj15306_genomic	168	first
1G3P6_F	QST-D4L_R	1G3P6_F_QST-D4L_R	GCF_000862125.1_ViralProj15306_genomic	171	first
1G3P6_F	DENV.3_P.QRA_R	1G3P6_F_DENV.3_P.QRA_R	GCF_000862125.1_ViralProj15306_genomic	175	first
1G3P6_F	DortPfdaqoDV_2_R	1G3P6_F_DortPfdaqoDV_2_R	GCF_000862125.1_ViralProj15306_genomic	188	first
1G3P6_F	Pan-DENV_R	1G3P6_F_Pan-DENV_R	GCF_000862125.1_ViralProj15306_genomic	172	first
1G3P6_F	Dengue-2_R	1G3P6_F_Dengue-2_R	GCF_000862125.1_ViralProj15306_genomic	202	first
1G3P6_F	R2_R	1G3P6_F_R2_R	GCF_000862125.1_ViralProj15306_genomic	186	first
1G3P6_F	Smnfgsodv_6_R	1G3P6_F_Smnfgsodv_6_R	GCF_000862125.1_ViralProj15306_genomic	169	first
1G3P6_F	Den1_R10735_R	1G3P6_F_Den1_R10735_R	GCF_000862125.1_ViralProj15306_genomic	206	first
1G3P6_F	DV.L1_R	1G3P6_F_DV.L1_R	GCF_000862125.1_ViralProj15306_genomic	186	first
1G3P6_F	Fragment_B_R	1G3P6_F_Fragment_B_R	GCF_000862125.1_ViralProj15306_genomic	175	first
1G3P6_F	Cebeof_1_R	1G3P6_F_Cebeof_1_R	GCF_000862125.1_ViralProj15306_genomic	209	first
1G3P6_F	1G1P1_R	1G3P6_F_1G1P1_R	GCF_000865065.1_ViralProj15599_genomic	174	first
1G3P6_F	1G1P1_R	1G3P6_F_1G1P1_R	GCF_000865065.1_ViralProj15599_genomic	177	first
1G3P6_F	1G3P6_R	1G3P6_F_1G3P6_R	GCF_000865065.1_ViralProj15599_genomic	165	first
1G3P6_F	DENV1_31_RIGHT_R	1G3P6_F_DENV1_31_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	185	first
1G3P6_F	DENV3_35_RIGHT_R	1G3P6_F_DENV3_35_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	196	first
1G3P6_F	DENV2_36_R	1G3P6_F_DENV2_36_R	GCF_000865065.1_ViralProj15599_genomic	160	first
1G3P6_F	DENV-3′-UTR_R	1G3P6_F_DENV-3′-UTR_R	GCF_000865065.1_ViralProj15599_genomic	182	first
1G3P6_F	GAPDH_R	1G3P6_F_GAPDH_R	GCF_000865065.1_ViralProj15599_genomic	150	first
1G3P6_F	DENV_R1-3_R	1G3P6_F_DENV_R1-3_R	GCF_000865065.1_ViralProj15599_genomic	173	first
1G3P6_F	DENV_R4_R	1G3P6_F_DENV_R4_R	GCF_000865065.1_ViralProj15599_genomic	173	first
1G3P6_F	Den4_R10653_R	1G3P6_F_Den4_R10653_R	GCF_000865065.1_ViralProj15599_genomic	211	first
1G3P6_F	DV.L2_R	1G3P6_F_DV.L2_R	GCF_000865065.1_ViralProj15599_genomic	191	first
1G3P6_F	Den_R2_R	1G3P6_F_Den_R2_R	GCF_000865065.1_ViralProj15599_genomic	152	first
1G3P6_F	DEN_RP2_R	1G3P6_F_DEN_RP2_R	GCF_000865065.1_ViralProj15599_genomic	153	first
1G3P6_F	DenAs_R	1G3P6_F_DenAs_R	GCF_000865065.1_ViralProj15599_genomic	191	first
1G3P6_F	DenAs_R	1G3P6_F_DenAs_R	GCF_000865065.1_ViralProj15599_genomic	192	first
1G3P6_F	D2-10723_RV_R	1G3P6_F_D2-10723_RV_R	GCF_000865065.1_ViralProj15599_genomic	213	first
1G3P6_F	Primer_3_R	1G3P6_F_Primer_3_R	GCF_000865065.1_ViralProj15599_genomic	212	first
1G3P6_F	QST-D1L_R	1G3P6_F_QST-D1L_R	GCF_000865065.1_ViralProj15599_genomic	173	first
1G3P6_F	QST-D4L_R	1G3P6_F_QST-D4L_R	GCF_000865065.1_ViralProj15599_genomic	176	first
1G3P6_F	DENV.3_P.QRA_R	1G3P6_F_DENV.3_P.QRA_R	GCF_000865065.1_ViralProj15599_genomic	180	first
1G3P6_F	DortPfdaqoDV_2_R	1G3P6_F_DortPfdaqoDV_2_R	GCF_000865065.1_ViralProj15599_genomic	193	first
1G3P6_F	Pan-DENV_R	1G3P6_F_Pan-DENV_R	GCF_000865065.1_ViralProj15599_genomic	177	first
1G3P6_F	Dengue-2_R	1G3P6_F_Dengue-2_R	GCF_000865065.1_ViralProj15599_genomic	207	first
1G3P6_F	R2_R	1G3P6_F_R2_R	GCF_000865065.1_ViralProj15599_genomic	191	first
1G3P6_F	D1–4_R	1G3P6_F_D1–4_R	GCF_000865065.1_ViralProj15599_genomic	150	first
1G3P6_F	Smnfgsodv_6_R	1G3P6_F_Smnfgsodv_6_R	GCF_000865065.1_ViralProj15599_genomic	174	first
1G3P6_F	Den1_R10735_R	1G3P6_F_Den1_R10735_R	GCF_000865065.1_ViralProj15599_genomic	211	first
1G3P6_F	DV.L1_R	1G3P6_F_DV.L1_R	GCF_000865065.1_ViralProj15599_genomic	191	first
1G3P6_F	Fragment_B_R	1G3P6_F_Fragment_B_R	GCF_000865065.1_ViralProj15599_genomic	180	first
1G3P6_F	Cebeof_1_R	1G3P6_F_Cebeof_1_R	GCF_000865065.1_ViralProj15599_genomic	214	first
1G3P6_F	1G1P1_R	1G3P6_F_1G1P1_R	GCF_000866625.1_ViralProj15598_genomic	168	first
1G3P6_F	1G1P1_R	1G3P6_F_1G1P1_R	GCF_000866625.1_ViralProj15598_genomic	171	first
1G3P6_F	1G3P6_R	1G3P6_F_1G3P6_R	GCF_000866625.1_ViralProj15598_genomic	159	first
1G3P6_F	DENV3_35_RIGHT_R	1G3P6_F_DENV3_35_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	190	first
1G3P6_F	DENV2_36_R	1G3P6_F_DENV2_36_R	GCF_000866625.1_ViralProj15598_genomic	154	first
1G3P6_F	DENV-3′-UTR_R	1G3P6_F_DENV-3′-UTR_R	GCF_000866625.1_ViralProj15598_genomic	176	first
1G3P6_F	DENV_R1-3_R	1G3P6_F_DENV_R1-3_R	GCF_000866625.1_ViralProj15598_genomic	167	first
1G3P6_F	DENV_R4_R	1G3P6_F_DENV_R4_R	GCF_000866625.1_ViralProj15598_genomic	167	first
1G3P6_F	Den4_R10653_R	1G3P6_F_Den4_R10653_R	GCF_000866625.1_ViralProj15598_genomic	205	first
1G3P6_F	DV.L2_R	1G3P6_F_DV.L2_R	GCF_000866625.1_ViralProj15598_genomic	185	first
1G3P6_F	DenAs_R	1G3P6_F_DenAs_R	GCF_000866625.1_ViralProj15598_genomic	185	first
1G3P6_F	DenAs_R	1G3P6_F_DenAs_R	GCF_000866625.1_ViralProj15598_genomic	186	first
1G3P6_F	D2-10723_RV_R	1G3P6_F_D2-10723_RV_R	GCF_000866625.1_ViralProj15598_genomic	207	first
1G3P6_F	Primer_3_R	1G3P6_F_Primer_3_R	GCF_000866625.1_ViralProj15598_genomic	206	first
1G3P6_F	QST-D1L_R	1G3P6_F_QST-D1L_R	GCF_000866625.1_ViralProj15598_genomic	167	first
1G3P6_F	QST-D4L_R	1G3P6_F_QST-D4L_R	GCF_000866625.1_ViralProj15598_genomic	170	first
1G3P6_F	DENV.3_P.QRA_R	1G3P6_F_DENV.3_P.QRA_R	GCF_000866625.1_ViralProj15598_genomic	174	first
1G3P6_F	DortPfdaqoDV_2_R	1G3P6_F_DortPfdaqoDV_2_R	GCF_000866625.1_ViralProj15598_genomic	187	first
1G3P6_F	Pan-DENV_R	1G3P6_F_Pan-DENV_R	GCF_000866625.1_ViralProj15598_genomic	171	first
1G3P6_F	Dengue-2_R	1G3P6_F_Dengue-2_R	GCF_000866625.1_ViralProj15598_genomic	201	first
1G3P6_F	R2_R	1G3P6_F_R2_R	GCF_000866625.1_ViralProj15598_genomic	185	first
1G3P6_F	Smnfgsodv_6_R	1G3P6_F_Smnfgsodv_6_R	GCF_000866625.1_ViralProj15598_genomic	168	first
1G3P6_F	Den1_R10735_R	1G3P6_F_Den1_R10735_R	GCF_000866625.1_ViralProj15598_genomic	205	first
1G3P6_F	DV.L1_R	1G3P6_F_DV.L1_R	GCF_000866625.1_ViralProj15598_genomic	185	first
1G3P6_F	Fragment_B_R	1G3P6_F_Fragment_B_R	GCF_000866625.1_ViralProj15598_genomic	174	first
1G3P6_F	Cebeof_1_R	1G3P6_F_Cebeof_1_R	GCF_000866625.1_ViralProj15598_genomic	208	first
1G3P6_F	1G1P1_R	1G3P6_F_1G1P1_R	GCF_000871845.1_ViralProj20183_genomic	171	first
1G3P6_F	1G1P1_R	1G3P6_F_1G1P1_R	GCF_000871845.1_ViralProj20183_genomic	174	first
1G3P6_F	1G3P6_R	1G3P6_F_1G3P6_R	GCF_000871845.1_ViralProj20183_genomic	162	first
1G3P6_F	DENV3_35_RIGHT_R	1G3P6_F_DENV3_35_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	193	first
1G3P6_F	D3_R	1G3P6_F_D3_R	GCF_000871845.1_ViralProj20183_genomic	152	first
1G3P6_F	DENV2_36_R	1G3P6_F_DENV2_36_R	GCF_000871845.1_ViralProj20183_genomic	157	first
1G3P6_F	DENV-3′-UTR_R	1G3P6_F_DENV-3′-UTR_R	GCF_000871845.1_ViralProj20183_genomic	179	first
1G3P6_F	DENV_R1-3_R	1G3P6_F_DENV_R1-3_R	GCF_000871845.1_ViralProj20183_genomic	170	first
1G3P6_F	DENV_R4_R	1G3P6_F_DENV_R4_R	GCF_000871845.1_ViralProj20183_genomic	170	first
1G3P6_F	Den4_R10653_R	1G3P6_F_Den4_R10653_R	GCF_000871845.1_ViralProj20183_genomic	208	first
1G3P6_F	DEN_RP2_R	1G3P6_F_DEN_RP2_R	GCF_000871845.1_ViralProj20183_genomic	150	first
1G3P6_F	DenAs_R	1G3P6_F_DenAs_R	GCF_000871845.1_ViralProj20183_genomic	188	first
1G3P6_F	DenAs_R	1G3P6_F_DenAs_R	GCF_000871845.1_ViralProj20183_genomic	189	first
1G3P6_F	D2-10723_RV_R	1G3P6_F_D2-10723_RV_R	GCF_000871845.1_ViralProj20183_genomic	210	first
1G3P6_F	Primer_3_R	1G3P6_F_Primer_3_R	GCF_000871845.1_ViralProj20183_genomic	209	first
1G3P6_F	QST-D1L_R	1G3P6_F_QST-D1L_R	GCF_000871845.1_ViralProj20183_genomic	170	first
1G3P6_F	QST-D4L_R	1G3P6_F_QST-D4L_R	GCF_000871845.1_ViralProj20183_genomic	173	first
1G3P6_F	DENV.3_P.QRA_R	1G3P6_F_DENV.3_P.QRA_R	GCF_000871845.1_ViralProj20183_genomic	177	first
1G3P6_F	1453-1471_R	1G3P6_F_1453-1471_R	GCF_000871845.1_ViralProj20183_genomic	193	first
1G3P6_F	DortPfdaqoDV_2_R	1G3P6_F_DortPfdaqoDV_2_R	GCF_000871845.1_ViralProj20183_genomic	190	first
1G3P6_F	Pan-DENV_R	1G3P6_F_Pan-DENV_R	GCF_000871845.1_ViralProj20183_genomic	174	first
1G3P6_F	Dengue-2_R	1G3P6_F_Dengue-2_R	GCF_000871845.1_ViralProj20183_genomic	204	first
1G3P6_F	R2_R	1G3P6_F_R2_R	GCF_000871845.1_ViralProj20183_genomic	188	first
1G3P6_F	Smnfgsodv_6_R	1G3P6_F_Smnfgsodv_6_R	GCF_000871845.1_ViralProj20183_genomic	171	first
1G3P6_F	Den1_R10735_R	1G3P6_F_Den1_R10735_R	GCF_000871845.1_ViralProj20183_genomic	208	first
1G3P6_F	DV.L1_R	1G3P6_F_DV.L1_R	GCF_000871845.1_ViralProj20183_genomic	188	first
1G3P6_F	Fragment_B_R	1G3P6_F_Fragment_B_R	GCF_000871845.1_ViralProj20183_genomic	177	first
1G3P6_F	Cebeof_1_R	1G3P6_F_Cebeof_1_R	GCF_000871845.1_ViralProj20183_genomic	211	first
1G4P217_F	D2_R	1G4P217_F_D2_R	GCF_000862125.1_ViralProj15306_genomic	479	first
1G4P217_F	D2_R	1G4P217_F_D2_R	GCF_000862125.1_ViralProj15306_genomic	313	first
1G4P217_F	DENV1_1_RIGHT_R	1G4P217_F_DENV1_1_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	323	first
1G4P217_F	DENV2_1_RIGHT_R	1G4P217_F_DENV2_1_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	323	first
1G4P217_F	D1_R	1G4P217_F_D1_R	GCF_000862125.1_ViralProj15306_genomic	169	first
1G4P217_F	D1_R	1G4P217_F_D1_R	GCF_000862125.1_ViralProj15306_genomic	182	first
1G4P217_F	D3_R	1G4P217_F_D3_R	GCF_000862125.1_ViralProj15306_genomic	379	first
1G4P217_F	P2_R	1G4P217_F_P2_R	GCF_000862125.1_ViralProj15306_genomic	222	first
1G4P217_F	DEN-1_R	1G4P217_F_DEN-1_R	GCF_000862125.1_ViralProj15306_genomic	459	first
1G4P217_F	TM_R	1G4P217_F_TM_R	GCF_000862125.1_ViralProj15306_genomic	169	first
1G4P217_F	TS1.2013TH_R	1G4P217_F_TS1.2013TH_R	GCF_000862125.1_ViralProj15306_genomic	461	first
1G4P217_F	8_R	1G4P217_F_8_R	GCF_000862125.1_ViralProj15306_genomic	476	first
1G4P217_F	DEN4_reverse_R	1G4P217_F_DEN4_reverse_R	GCF_000862125.1_ViralProj15306_genomic	337	first
1G4P217_F	TS4_R	1G4P217_F_TS4_R	GCF_000862125.1_ViralProj15306_genomic	367	first
1G4P217_F	D1-TS1_R	1G4P217_F_D1-TS1_R	GCF_000862125.1_ViralProj15306_genomic	188	first
1G4P217_F	NS2A-minus_R	1G4P217_F_NS2A-minus_R	GCF_000862125.1_ViralProj15306_genomic	413	first
1G4P217_F	TS1_R	1G4P217_F_TS1_R	GCF_000862125.1_ViralProj15306_genomic	460	first
1G4P217_F	Den-4_R	1G4P217_F_Den-4_R	GCF_000862125.1_ViralProj15306_genomic	363	first
1G4P217_F	rTS1_R	1G4P217_F_rTS1_R	GCF_000862125.1_ViralProj15306_genomic	187	first
1G4P217_F	rTS4_R	1G4P217_F_rTS4_R	GCF_000862125.1_ViralProj15306_genomic	235	first
1G4P217_F	D2_R	1G4P217_F_D2_R	GCF_000865065.1_ViralProj15599_genomic	479	first
1G4P217_F	D2_R	1G4P217_F_D2_R	GCF_000865065.1_ViralProj15599_genomic	486	first
1G4P217_F	DENV1_1_RIGHT_R	1G4P217_F_DENV1_1_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	323	first
1G4P217_F	DENV2_1_RIGHT_R	1G4P217_F_DENV2_1_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	323	first
1G4P217_F	DENV4_1_RIGHT_R	1G4P217_F_DENV4_1_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	348	first
1G4P217_F	D3_R	1G4P217_F_D3_R	GCF_000865065.1_ViralProj15599_genomic	379	first
1G4P217_F	DENV2_RN_R2_R	1G4P217_F_DENV2_RN_R2_R	GCF_000865065.1_ViralProj15599_genomic	368	first
1G4P217_F	D1R2297_R	1G4P217_F_D1R2297_R	GCF_000865065.1_ViralProj15599_genomic	189	first
1G4P217_F	8_R	1G4P217_F_8_R	GCF_000865065.1_ViralProj15599_genomic	476	first
1G4P217_F	TS4_R	1G4P217_F_TS4_R	GCF_000865065.1_ViralProj15599_genomic	367	first
1G4P217_F	D1-TS1_R	1G4P217_F_D1-TS1_R	GCF_000865065.1_ViralProj15599_genomic	481	first
1G4P217_F	Den-4_R	1G4P217_F_Den-4_R	GCF_000865065.1_ViralProj15599_genomic	363	first
1G4P217_F	rTS1_R	1G4P217_F_rTS1_R	GCF_000865065.1_ViralProj15599_genomic	481	first
1G4P217_F	rTS4_R	1G4P217_F_rTS4_R	GCF_000865065.1_ViralProj15599_genomic	235	first
1G4P217_F	D2_R	1G4P217_F_D2_R	GCF_000866625.1_ViralProj15598_genomic	479	first
1G4P217_F	D2_R	1G4P217_F_D2_R	GCF_000866625.1_ViralProj15598_genomic	466	first
1G4P217_F	D2_R	1G4P217_F_D2_R	GCF_000866625.1_ViralProj15598_genomic	486	first
1G4P217_F	1G4P217_R	1G4P217_F_1G4P217_R	GCF_000866625.1_ViralProj15598_genomic	262	first
1G4P217_F	DENV1_1_RIGHT_R	1G4P217_F_DENV1_1_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	323	first
1G4P217_F	DENV1_3_RIGHT_R	1G4P217_F_DENV1_3_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	212	first
1G4P217_F	DENV2_1_RIGHT_R	1G4P217_F_DENV2_1_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	323	first
1G4P217_F	DENV3_1_RIGHT_R	1G4P217_F_DENV3_1_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	259	first
1G4P217_F	D3_R	1G4P217_F_D3_R	GCF_000866625.1_ViralProj15598_genomic	181	first
1G4P217_F	D3_R	1G4P217_F_D3_R	GCF_000866625.1_ViralProj15598_genomic	379	first
1G4P217_F	D3_R	1G4P217_F_D3_R	GCF_000866625.1_ViralProj15598_genomic	259	first
1G4P217_F	GAPDH_R	1G4P217_F_GAPDH_R	GCF_000866625.1_ViralProj15598_genomic	484	first
1G4P217_F	P1_R	1G4P217_F_P1_R	GCF_000866625.1_ViralProj15598_genomic	445	first
1G4P217_F	P2_R	1G4P217_F_P2_R	GCF_000866625.1_ViralProj15598_genomic	222	first
1G4P217_F	DEN-4_R	1G4P217_F_DEN-4_R	GCF_000866625.1_ViralProj15598_genomic	237	first
1G4P217_F	DEN-3_Reverse_R	1G4P217_F_DEN-3_Reverse_R	GCF_000866625.1_ViralProj15598_genomic	313	first
1G4P217_F	Reverse_R	1G4P217_F_Reverse_R	GCF_000866625.1_ViralProj15598_genomic	218	first
1G4P217_F	TS3_R	1G4P217_F_TS3_R	GCF_000866625.1_ViralProj15598_genomic	265	first
1G4P217_F	D2_R	1G4P217_F_D2_R	GCF_000871845.1_ViralProj20183_genomic	479	first
1G4P217_F	D2_R	1G4P217_F_D2_R	GCF_000871845.1_ViralProj20183_genomic	182	first
1G4P217_F	DENV1_1_RIGHT_R	1G4P217_F_DENV1_1_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	323	first
1G4P217_F	DENV1_33_RIGHT_R	1G4P217_F_DENV1_33_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	289	first
1G4P217_F	DENV2_1_RIGHT_R	1G4P217_F_DENV2_1_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	323	first
1G4P217_F	DENV3_26_RIGHT_R	1G4P217_F_DENV3_26_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	216	first
1G4P217_F	DENV4_10_RIGHT_R	1G4P217_F_DENV4_10_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	414	first
1G4P217_F	DENV4_28_RIGHT_R	1G4P217_F_DENV4_28_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	482	first
1G4P217_F	D3_R	1G4P217_F_D3_R	GCF_000871845.1_ViralProj20183_genomic	181	first
1G4P217_F	DENV-4_R	1G4P217_F_DENV-4_R	GCF_000871845.1_ViralProj20183_genomic	355	first
1G4P217_F	DENV2C_R	1G4P217_F_DENV2C_R	GCF_000871845.1_ViralProj20183_genomic	240	first
1G4P217_F	TS4_R	1G4P217_F_TS4_R	GCF_000871845.1_ViralProj20183_genomic	367	first
1G4P217_F	rTS4_R	1G4P217_F_rTS4_R	GCF_000871845.1_ViralProj20183_genomic	235	first
1G4P217_F	CYD2_R	1G4P217_F_CYD2_R	GCF_000871845.1_ViralProj20183_genomic	292	first
1G5P30_F	1G5P30_R	1G5P30_F_1G5P30_R	GCF_000862125.1_ViralProj15306_genomic	491	first
1G5P30_F	DENV1_34_RIGHT_R	1G5P30_F_DENV1_34_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	282	first
1G5P30_F	DENV3_12_RIGHT_R	1G5P30_F_DENV3_12_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	293	first
1G5P30_F	DENV3_33_RIGHT_R	1G5P30_F_DENV3_33_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	275	first
1G5P30_F	DENV4_21_RIGHT_R	1G5P30_F_DENV4_21_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	406	first
1G5P30_F	DENV4_33_RIGHT_R	1G5P30_F_DENV4_33_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	174	first
1G5P30_F	D2C_R	1G5P30_F_D2C_R	GCF_000862125.1_ViralProj15306_genomic	360	first
1G5P30_F	DENV1_SP5_R	1G5P30_F_DENV1_SP5_R	GCF_000862125.1_ViralProj15306_genomic	208	first
1G5P30_F	DENV3_SP5_R	1G5P30_F_DENV3_SP5_R	GCF_000862125.1_ViralProj15306_genomic	432	first
1G5P30_F	DENV4_SP4_R	1G5P30_F_DENV4_SP4_R	GCF_000862125.1_ViralProj15306_genomic	489	first
1G5P30_F	DENV4_SP5_R	1G5P30_F_DENV4_SP5_R	GCF_000862125.1_ViralProj15306_genomic	191	first
1G5P30_F	DodvRipaposdibutTaas_2_R	1G5P30_F_DodvRipaposdibutTaas_2_R	GCF_000862125.1_ViralProj15306_genomic	167	first
1G5P30_F	DodvRipaposdibutTaas_4_R	1G5P30_F_DodvRipaposdibutTaas_4_R	GCF_000862125.1_ViralProj15306_genomic	162	first
1G5P30_F	NS3-2-O_R	1G5P30_F_NS3-2-O_R	GCF_000862125.1_ViralProj15306_genomic	448	first
1G5P30_F	P5_R	1G5P30_F_P5_R	GCF_000862125.1_ViralProj15306_genomic	272	first
1G5P30_F	D4C_R	1G5P30_F_D4C_R	GCF_000862125.1_ViralProj15306_genomic	388	first
1G5P30_F	DEN-4_R	1G5P30_F_DEN-4_R	GCF_000862125.1_ViralProj15306_genomic	370	first
1G5P30_F	b1_R	1G5P30_F_b1_R	GCF_000862125.1_ViralProj15306_genomic	223	first
1G5P30_F	Pohggtaitpbopwadhf_2_R	1G5P30_F_Pohggtaitpbopwadhf_2_R	GCF_000862125.1_ViralProj15306_genomic	167	first
1G5P30_F	Pohggtaitpbopwadhf_4_R	1G5P30_F_Pohggtaitpbopwadhf_4_R	GCF_000862125.1_ViralProj15306_genomic	162	first
1G5P30_F	TS2_R	1G5P30_F_TS2_R	GCF_000862125.1_ViralProj15306_genomic	205	first
1G5P30_F	DEN2-C_R	1G5P30_F_DEN2-C_R	GCF_000862125.1_ViralProj15306_genomic	360	first
1G5P30_F	1G5P30_R	1G5P30_F_1G5P30_R	GCF_000865065.1_ViralProj15599_genomic	397	first
1G5P30_F	DENV1_34_RIGHT_R	1G5P30_F_DENV1_34_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	282	first
1G5P30_F	DENV1_35_RIGHT_R	1G5P30_F_DENV1_35_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	491	first
1G5P30_F	DENV2_30_RIGHT_R	1G5P30_F_DENV2_30_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	282	first
1G5P30_F	DENV3_33_RIGHT_R	1G5P30_F_DENV3_33_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	275	first
1G5P30_F	DENV4_33_RIGHT_R	1G5P30_F_DENV4_33_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	174	first
1G5P30_F	DENV4_34_RIGHT_R	1G5P30_F_DENV4_34_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	486	first
1G5P30_F	DENV1_SP5_R	1G5P30_F_DENV1_SP5_R	GCF_000865065.1_ViralProj15599_genomic	208	first
1G5P30_F	DENV2_SP4_R	1G5P30_F_DENV2_SP4_R	GCF_000865065.1_ViralProj15599_genomic	219	first
1G5P30_F	DENV4_SP4_R	1G5P30_F_DENV4_SP4_R	GCF_000865065.1_ViralProj15599_genomic	395	first
1G5P30_F	DENV4_SP5_R	1G5P30_F_DENV4_SP5_R	GCF_000865065.1_ViralProj15599_genomic	191	first
1G5P30_F	Smnfgsodv_7_R	1G5P30_F_Smnfgsodv_7_R	GCF_000865065.1_ViralProj15599_genomic	491	first
1G5P30_F	DodvRipaposdibutTaas_2_R	1G5P30_F_DodvRipaposdibutTaas_2_R	GCF_000865065.1_ViralProj15599_genomic	167	first
1G5P30_F	DodvRipaposdibutTaas_4_R	1G5P30_F_DodvRipaposdibutTaas_4_R	GCF_000865065.1_ViralProj15599_genomic	215	first
1G5P30_F	NS3-2-I_R	1G5P30_F_NS3-2-I_R	GCF_000865065.1_ViralProj15599_genomic	364	first
1G5P30_F	P5_R	1G5P30_F_P5_R	GCF_000865065.1_ViralProj15599_genomic	272	first
1G5P30_F	D1C_R	1G5P30_F_D1C_R	GCF_000865065.1_ViralProj15599_genomic	225	first
1G5P30_F	Pohggtaitpbopwadhf_2_R	1G5P30_F_Pohggtaitpbopwadhf_2_R	GCF_000865065.1_ViralProj15599_genomic	167	first
1G5P30_F	Pohggtaitpbopwadhf_6_R	1G5P30_F_Pohggtaitpbopwadhf_6_R	GCF_000865065.1_ViralProj15599_genomic	191	first
1G5P30_F	TS2_R	1G5P30_F_TS2_R	GCF_000865065.1_ViralProj15599_genomic	205	first
1G5P30_F	1G5P30_R	1G5P30_F_1G5P30_R	GCF_000866625.1_ViralProj15598_genomic	471	first
1G5P30_F	DENV1_21_RIGHT_R	1G5P30_F_DENV1_21_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	297	first
1G5P30_F	DENV1_34_RIGHT_R	1G5P30_F_DENV1_34_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	282	first
1G5P30_F	DENV2_9_RIGHT_R	1G5P30_F_DENV2_9_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	297	first
1G5P30_F	DENV3_33_RIGHT_R	1G5P30_F_DENV3_33_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	275	first
1G5P30_F	DENV4_4_RIGHT_R	1G5P30_F_DENV4_4_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	362	first
1G5P30_F	DENV4_33_RIGHT_R	1G5P30_F_DENV4_33_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	174	first
1G5P30_F	D2C_R	1G5P30_F_D2C_R	GCF_000866625.1_ViralProj15598_genomic	424	first
1G5P30_F	DENV1_SP5_R	1G5P30_F_DENV1_SP5_R	GCF_000866625.1_ViralProj15598_genomic	208	first
1G5P30_F	DENV2_SP4_R	1G5P30_F_DENV2_SP4_R	GCF_000866625.1_ViralProj15598_genomic	219	first
