Inner_Amplicon_Length	Inner_Combination_Name	Inner_Forward_Primer	Inner_Genotype	Inner_Reverse_Primer	Outer_Amplicon_Length	Outer_Combination_Name	Outer_Forward_Primer	Outer_Genotype	Outer_Reverse_Primer	Reference	Region
75	DENV3_6_LEFT_F_DENV3_5_RIGHT_R	DENV3_6_LEFT_F	DENV3	DENV3_5_RIGHT_R	761	DENV3_RN_F1_F_PRIMER_4_R	DENV3_RN_F1_F	DENV3	PRIMER_4_R	GCF_000862125.1_ViralProj15306_genomic	NS1
75	DENV3_6_LEFT_F_DENV3_5_RIGHT_R	DENV3_6_LEFT_F	DENV3	DENV3_5_RIGHT_R	761	DENV3_RN_F1_F_PRIMER_4_R	DENV3_RN_F1_F	DENV3	PRIMER_4_R	GCF_000862125.1_ViralProj15306_genomic	NS1
75	DENV3_6_LEFT_F_DENV3_5_RIGHT_R	DENV3_6_LEFT_F	DENV3	DENV3_5_RIGHT_R	761	DENV3_RN_F1_F_PRIMER_4_R	DENV3_RN_F1_F	DENV3	PRIMER_4_R	GCF_000862125.1_ViralProj15306_genomic	NS1
75	DENV3_6_LEFT_F_DENV3_5_RIGHT_R	DENV3_6_LEFT_F	DENV3	DENV3_5_RIGHT_R	563	DENV3_RN_F1_F_DENV3_5_RIGHT_R	DENV3_RN_F1_F	DENV3	DENV3_5_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	NS1
75	DENV3_6_LEFT_F_DENV3_5_RIGHT_R	DENV3_6_LEFT_F	DENV3	DENV3_5_RIGHT_R	563	DENV3_RN_F1_F_DENV3_5_RIGHT_R	DENV3_RN_F1_F	DENV3	DENV3_5_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	NS1
75	DENV3_6_LEFT_F_DENV3_5_RIGHT_R	DENV3_6_LEFT_F	DENV3	DENV3_5_RIGHT_R	563	DENV3_RN_F1_F_DENV3_5_RIGHT_R	DENV3_RN_F1_F	DENV3	DENV3_5_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	NS1
75	DENV3_6_LEFT_F_DENV3_5_RIGHT_R	DENV3_6_LEFT_F	DENV3	DENV3_5_RIGHT_R	563	DENV3_RN_F1_F_DENV3_5_RIGHT_R	DENV3_RN_F1_F	DENV3	DENV3_5_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	NS1
75	DENV3_6_LEFT_F_DENV3_5_RIGHT_R	DENV3_6_LEFT_F	DENV3	DENV3_5_RIGHT_R	563	DENV3_RN_F1_F_DENV3_5_RIGHT_R	DENV3_RN_F1_F	DENV3	DENV3_5_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	NS1
75	DENV3_6_LEFT_F_DENV3_5_RIGHT_R	DENV3_6_LEFT_F	DENV3	DENV3_5_RIGHT_R	886	DENV3_RN_F1_F_DENV3_6_RIGHT_R	DENV3_RN_F1_F	DENV3	DENV3_6_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	NS1
75	DENV3_6_LEFT_F_DENV3_5_RIGHT_R	DENV3_6_LEFT_F	DENV3	DENV3_5_RIGHT_R	886	DENV3_RN_F1_F_DENV3_6_RIGHT_R	DENV3_RN_F1_F	DENV3	DENV3_6_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	NS1
75	DENV3_6_LEFT_F_DENV3_5_RIGHT_R	DENV3_6_LEFT_F	DENV3	DENV3_5_RIGHT_R	886	DENV3_RN_F1_F_DENV3_6_RIGHT_R	DENV3_RN_F1_F	DENV3	DENV3_6_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	NS1
75	DENV3_6_LEFT_F_DENV3_5_RIGHT_R	DENV3_6_LEFT_F	DENV3	DENV3_5_RIGHT_R	886	DENV3_RN_F1_F_DENV3_6_RIGHT_R	DENV3_RN_F1_F	DENV3	DENV3_6_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	NS1
75	DENV3_6_LEFT_F_DENV3_5_RIGHT_R	DENV3_6_LEFT_F	DENV3	DENV3_5_RIGHT_R	886	DENV3_RN_F1_F_DENV3_6_RIGHT_R	DENV3_RN_F1_F	DENV3	DENV3_6_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	NS1
69	DENV1_13_LEFT_F_DENV1_18_RIGHT_R	DENV1_13_LEFT_F	DENV1	DENV1_18_RIGHT_R	589	DEN1_F5132_F_DENV1_19_RIGHT_R	DEN1_F5132_F	DENV1	DENV1_19_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	NS5
69	DENV1_13_LEFT_F_DENV1_18_RIGHT_R	DENV1_13_LEFT_F	DENV1	DENV1_18_RIGHT_R	589	DEN1_F5132_F_DENV1_19_RIGHT_R	DEN1_F5132_F	DENV1	DENV1_19_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	NS5
38	DENV1_13_LEFT_F_DENV1_18_RIGHT_R	DENV1_13_LEFT_F	DENV1	DENV1_18_RIGHT_R	589	DEN1_F5132_F_DENV1_19_RIGHT_R	DEN1_F5132_F	DENV1	DENV1_19_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	NS5
38	DENV1_13_LEFT_F_DENV1_18_RIGHT_R	DENV1_13_LEFT_F	DENV1	DENV1_18_RIGHT_R	589	DEN1_F5132_F_DENV1_19_RIGHT_R	DEN1_F5132_F	DENV1	DENV1_19_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	1562	DEN3_F5396_F_DENV3_1_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_1_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	1562	DEN3_F5396_F_DENV3_1_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_1_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	1562	DEN3_F5396_F_DENV3_1_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_1_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	1562	DEN3_F5396_F_DENV3_1_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_1_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	1562	DEN3_F5396_F_DENV3_1_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_1_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	1562	DEN3_F5396_F_DENV3_1_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_1_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	1562	DEN3_F5396_F_DENV3_1_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_1_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	1562	DEN3_F5396_F_DENV3_1_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_1_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	1562	DEN3_F5396_F_DENV3_1_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_1_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	1053	DEN3_F5396_F_DENV3_4_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_4_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	1053	DEN3_F5396_F_DENV3_4_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_4_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	1053	DEN3_F5396_F_DENV3_4_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_4_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	1053	DEN3_F5396_F_DENV3_4_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_4_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	1053	DEN3_F5396_F_DENV3_4_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_4_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	1053	DEN3_F5396_F_DENV3_4_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_4_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	1053	DEN3_F5396_F_DENV3_4_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_4_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	1053	DEN3_F5396_F_DENV3_4_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_4_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	1053	DEN3_F5396_F_DENV3_4_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_4_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	765	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	765	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	765	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	765	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	765	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	765	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	765	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	765	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	765	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	1513	DEN3_F5396_F_DODVRIPAPOSDIBUTTAAS_6_R	DEN3_F5396_F	DENV3	DODVRIPAPOSDIBUTTAAS_6_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	1513	DEN3_F5396_F_DODVRIPAPOSDIBUTTAAS_6_R	DEN3_F5396_F	DENV3	DODVRIPAPOSDIBUTTAAS_6_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	1513	DEN3_F5396_F_DODVRIPAPOSDIBUTTAAS_6_R	DEN3_F5396_F	DENV3	DODVRIPAPOSDIBUTTAAS_6_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	1513	DEN3_F5396_F_DODVRIPAPOSDIBUTTAAS_6_R	DEN3_F5396_F	DENV3	DODVRIPAPOSDIBUTTAAS_6_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	1513	DEN3_F5396_F_DODVRIPAPOSDIBUTTAAS_6_R	DEN3_F5396_F	DENV3	DODVRIPAPOSDIBUTTAAS_6_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	1513	DEN3_F5396_F_DODVRIPAPOSDIBUTTAAS_6_R	DEN3_F5396_F	DENV3	DODVRIPAPOSDIBUTTAAS_6_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	1513	DEN3_F5396_F_DODVRIPAPOSDIBUTTAAS_6_R	DEN3_F5396_F	DENV3	DODVRIPAPOSDIBUTTAAS_6_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	1513	DEN3_F5396_F_DODVRIPAPOSDIBUTTAAS_6_R	DEN3_F5396_F	DENV3	DODVRIPAPOSDIBUTTAAS_6_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	1513	DEN3_F5396_F_DODVRIPAPOSDIBUTTAAS_6_R	DEN3_F5396_F	DENV3	DODVRIPAPOSDIBUTTAAS_6_R	GCF_000862125.1_ViralProj15306_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	685	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	685	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	685	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	685	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	685	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	685	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	685	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	685	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	685	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	625	DEN3_F5396_F_DENV3_24_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_24_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	625	DEN3_F5396_F_DENV3_24_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_24_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	625	DEN3_F5396_F_DENV3_24_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_24_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	625	DEN3_F5396_F_DENV3_24_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_24_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	625	DEN3_F5396_F_DENV3_24_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_24_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	625	DEN3_F5396_F_DENV3_24_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_24_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	625	DEN3_F5396_F_DENV3_24_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_24_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	625	DEN3_F5396_F_DENV3_24_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_24_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	625	DEN3_F5396_F_DENV3_24_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_24_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	765	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	765	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	765	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	765	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	765	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	765	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	765	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	765	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	765	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	765	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	765	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	765	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	765	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	765	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	765	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	765	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	765	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	765	DEN3_F5396_F_DENV3_20_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_20_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	625	DEN3_F5396_F_DENV3_24_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_24_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	625	DEN3_F5396_F_DENV3_24_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_24_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	625	DEN3_F5396_F_DENV3_24_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_24_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	625	DEN3_F5396_F_DENV3_24_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_24_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	625	DEN3_F5396_F_DENV3_24_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_24_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	625	DEN3_F5396_F_DENV3_24_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_24_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	625	DEN3_F5396_F_DENV3_24_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_24_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	625	DEN3_F5396_F_DENV3_24_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_24_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	NS5
99	DEN3_F5396_F_DEN3_R5517_R	DEN3_F5396_F	DENV3	DEN3_R5517_R	625	DEN3_F5396_F_DENV3_24_RIGHT_R	DEN3_F5396_F	DENV3	DENV3_24_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	NS5
