accession_id	sequence_length
OR593371.1	10690
OR593370.1	10688
OR593369.1	10689
OR593368.1	10688
OR593367.1	10689
OR593366.1	10690
OR593365.1	10689
OR593364.1	10690
OR593363.1	10689
OR593362.1	10688
OR554127.1	1479
OR554126.1	1479
OR554125.1	1479
OR517868.1	422
OR512929.1	10672
OR512928.1	10672
OR512927.1	10672
OR512926.1	10515
OR512925.1	10515
OR492475.1	10669
OR492474.1	10688
OR492473.1	10685
OR486035.1	10345
OR486034.1	10325
OR486033.1	10345
OR486032.1	10318
MN527289.1	422
MN527288.1	420
MN527287.1	443
MN527286.1	418
OR418423.1	10700
OR418422.1	10734
OR418376.1	1412
OR418375.1	3192
OQ567872.1	9809
OQ567871.1	9852
OQ567870.1	9892
OQ567869.1	9871
OQ567868.1	9808
OQ567867.1	9837
OQ567866.1	9794
OQ567865.1	9862
OQ567864.1	9839
OQ567863.1	9788
OQ567862.1	9778
OQ567861.1	9853
OQ567860.1	9864
OQ567859.1	9903
OQ567858.1	9793
OQ567857.1	9830
OQ567856.1	9845
OQ567855.1	9852
OQ567854.1	9795
OQ567853.1	9769
OQ567852.1	9854
OQ567851.1	9794
OQ567850.1	9800
OQ567849.1	9814
OQ567848.1	9790
OQ567847.1	9942
OQ567846.1	9953
OQ567845.1	9990
OQ567844.1	9990
OQ567843.1	9975
OQ567842.1	9965
OQ567841.1	9997
OQ567840.1	9993
OQ567839.1	9980
OQ567838.1	10003
OQ567837.1	9978
OQ567836.1	9949
OQ567835.1	10029
OQ567834.1	9965
OQ567833.1	10000
OQ567832.1	9967
OQ567831.1	10036
OQ567830.1	9991
OQ567829.1	9968
OQ567828.1	9944
OQ567827.1	9983
OQ567826.1	9982
OQ567825.1	9962
OQ567824.1	9986
OQ567823.1	9930
OQ567822.1	9926
OQ567821.1	9937
OQ567820.1	9852
OQ567819.1	10010
OQ567818.1	10153
OQ567817.1	10056
OQ567816.1	10029
OQ567815.1	10123
OQ567814.1	10117
OQ567813.1	10053
OQ567812.1	10110
OQ567811.1	10102
OQ567810.1	10183
OQ567809.1	9853
OQ567808.1	9849
OQ567807.1	9816
OQ567806.1	10045
OQ567805.1	10158
OQ567804.1	9843
OQ567803.1	9825
OQ567802.1	9988
OQ567801.1	9854
OQ567800.1	10013
OQ567799.1	10013
OQ567798.1	9838
OQ567797.1	9867
OQ567796.1	9986
OQ567795.1	9997
OQ567794.1	9814
OQ567793.1	10106
OQ567792.1	9982
OQ567791.1	9854
OQ567790.1	10067
OQ567789.1	9990
OQ567788.1	9836
OQ567787.1	9827
OQ567786.1	9825
OQ567785.1	9846
OQ567784.1	9822
OQ567783.1	9827
OQ567782.1	10122
OQ567781.1	10071
OQ567780.1	10007
OQ567779.1	9857
OQ567778.1	9855
OQ567777.1	10030
OQ567776.1	10049
OQ567775.1	9855
OQ567774.1	9852
OQ078889.1	9968
OQ078888.1	9994
OQ078887.1	9959
OQ078886.1	9970
OQ078885.1	9948
OQ078884.1	10012
OQ078883.1	10000
OQ078882.1	9997
OQ078881.1	10017
OQ078880.1	10028
OQ078879.1	9950
OQ078878.1	9945
OQ078877.1	9993
OQ078876.1	9947
OQ078875.1	10032
OQ078874.1	10013
OQ078873.1	9955
OQ078872.1	10015
OQ078871.1	9962
LC776700.1	1479
LC776699.1	1479
LC776698.1	1479
LC776697.1	1479
LC776696.1	1479
LC776695.1	1479
LC776694.1	1479
LC776693.1	1479
LC776692.1	1479
LC776691.1	1479
LC776690.1	1479
LC776689.1	1479
LC776688.1	1479
LC776687.1	1479
LC776686.1	1479
LC776685.1	1479
LC776684.1	1479
LC776683.1	1479
LC776682.1	1479
LC776681.1	1479
LC776680.1	1479
OR389355.1	10511
OR389354.1	10511
OR389353.1	10511
OR389352.1	10511
OR389351.1	10511
OR389350.1	10511
OR389349.1	10511
OR389348.1	10511
OR389347.1	10511
OR389346.1	10511
OR389345.1	10511
OR389344.1	10633
OR389343.1	10643
OR389342.1	10633
OR389341.1	10633
OR389340.1	10652
OR389339.1	10480
OR389338.1	10652
OR389337.1	10653
OR389336.1	10632
OR389335.1	10512
OR389334.1	10512
OR389333.1	10512
OR389332.1	10512
OR389331.1	10512
OR389330.1	10512
OR389329.1	10512
OR389328.1	10512
OR389327.1	10512
OR389326.1	10512
OR389325.1	10512
OR389324.1	10512
OR389323.1	10512
OR389322.1	10512
OR389321.1	10512
OR389320.1	10512
OR389319.1	10512
OR389318.1	10512
OR389317.1	10512
OR389316.1	10512
OR389315.1	10512
OR389314.1	10512
OR389313.1	10512
OR389312.1	10512
OR389311.1	10512
OR389310.1	10512
OR389309.1	10512
OR389308.1	10512
OR389307.1	10504
OR389306.1	10537
OR389305.1	10512
OR389304.1	10593
OR389303.1	10595
OR389302.1	10477
OR389301.1	10575
OR389300.1	10575
OR389299.1	10575
OR389298.1	10575
OR389297.1	10575
OR389296.1	10575
OR389295.1	10575
OR389294.1	10575
OR389293.1	10575
OR389292.1	10600
OR389291.1	10575
OR389290.1	10575
OR389289.1	10592
OR389288.1	10582
OR389287.1	10582
OR389286.1	10591
OR389285.1	10580
OR389284.1	10579
OR389283.1	10595
OR389282.1	10477
OR389281.1	10575
OR389280.1	10596
OR389279.1	10601
OR389278.1	10600
OR389277.1	10600
OR389276.1	10601
OR389275.1	10601
OR389274.1	10600
OR389273.1	10592
OR389272.1	10601
OR389271.1	10575
OR389270.1	10582
OR389046.1	10511
OR389045.1	10511
OR389044.1	10656
OR389043.1	10529
OR389042.1	10529
OR389041.1	10511
OR389040.1	10511
OR389039.1	10633
OR389038.1	10653
OR389037.1	10653
OR389036.1	10635
OR389035.1	10635
OR389034.1	10648
OR389033.1	10633
OR389032.1	10481
OR389031.1	10512
OR389030.1	10512
OR389029.1	10512
OR389028.1	10512
OR389027.1	10512
OR389026.1	10512
OR389025.1	10512
OR389024.1	10512
OR389023.1	10512
OR389022.1	10512
OR389021.1	10512
OR389020.1	10512
OR389019.1	10512
OR389018.1	10512
OR389017.1	10512
OR389016.1	10575
OR389015.1	10592
OR389014.1	10582
OR389013.1	10575
OR389012.1	10580
OR389011.1	10575
OR389010.1	10581
OR389009.1	10597
OR389008.1	10575
OR389007.1	10581
OR389006.1	10575
OR379328.1	1807
OR379327.1	1807
OR379326.1	1807
OR379325.1	1807
OR379324.1	1807
LC775744.1	1479
LC775743.1	1479
LC775742.1	1479
LC775741.1	1479
LC775740.1	1479
LC775739.1	1479
LC775738.1	1479
LC775737.1	1479
LC775736.1	1479
LC775735.1	1479
LC775734.1	1479
LC775733.1	1479
LC775732.1	1479
LC775729.1	1479
LC775728.1	1479
LC775727.1	1479
LC775726.1	1479
LC775725.1	1485
LC775724.1	1485
LC775723.1	1485
LC775722.1	1485
LC775721.1	1485
LC775720.1	1485
LC775719.1	1485
LC775718.1	1485
LC775717.1	1485
LC775716.1	1485
LC775715.1	1485
LC775714.1	1485
LC775713.1	1485
LC775712.1	1485
LC775731.1	1479
LC775730.1	1479
OR364402.1	1588
OR364401.1	1538
OR364147.1	1372
OR362802.1	1834
OR361749.1	331
OQ714405.1	10716
OQ714404.1	10643
OQ714403.1	10729
OP491597.1	362
OP491531.1	357
OP491530.1	399
OP491529.1	399
OP491528.1	409
OP491462.1	409
OP435268.1	369
LC774782.1	1485
LC774781.1	1485
LC774780.1	1485
LC774779.1	1485
LC774778.1	1485
LC774777.1	1485
LC774776.1	1485
LC774775.1	1485
LC774774.1	1485
LC774773.1	1485
LC774772.1	1485
LC774771.1	1485
LC774770.1	1485
LC774769.1	1485
LC774768.1	1485
LC774767.1	1485
LC774766.1	1485
LC774765.1	1485
OR270175.1	1558
OR270174.1	1570
OR270173.1	1557
OR270172.1	1565
OR270171.1	1776
OR270170.1	1772
OR270169.1	1726
OR270168.1	1674
OR270167.1	1722
OR268572.1	1518
LC773611.1	1485
LC773610.1	1485
LC773609.1	1485
LC773608.1	1485
LC773607.1	1485
LC773606.1	1485
LC773605.1	1485
LC773604.1	1485
LC773603.1	1485
LC773602.1	1485
LC773601.1	1485
LC773600.1	1485
OR227076.1	482
OR227075.1	503
OR227074.1	503
OR227073.1	503
OR227072.1	499
OR227071.1	503
OR227070.1	503
OR227069.1	503
OR227068.1	442
OR227067.1	503
OR227066.1	510
OR227065.1	509
OR227064.1	435
OR227063.1	503
OR227062.1	503
OR227061.1	512
OR227060.1	510
OR227059.1	503
MT862854.1	10164
OR215493.1	446
OR215492.1	408
OR215491.1	408
OR215490.1	408
OR215489.1	408
OR215488.1	440
OR215487.1	440
OR215486.1	440
OR215485.1	440
OR215484.1	440
OR215483.1	446
OR215482.1	446
OR215481.1	446
OR215480.1	408
OR215479.1	408
OR215478.1	440
OR215477.1	440
OR215476.1	440
OR215475.1	440
OR215474.1	440
OR215473.1	440
OR215472.1	440
OR215471.1	440
OR215470.1	446
OR215469.1	446
OR167379.1	9597
OR167378.1	10096
OR167377.1	10013
OR167376.1	9951
OR167375.1	9618
OR167374.1	9846
OR167373.1	9989
OR167372.1	9608
OR167371.1	9613
OR167370.1	9794
OR167369.1	9682
OR167368.1	9688
OR167367.1	9688
OR167366.1	10136
OR167365.1	9684
OR167364.1	10025
OR167363.1	10136
OR167362.1	9231
OR167361.1	9812
OR167360.1	9627
OR167359.1	10036
OR167358.1	9571
OR167288.1	10099
OR167287.1	10036
OR167286.1	10068
OR167285.1	10125
OR167284.1	10076
OR167283.1	10036
OR167282.1	10095
OR167281.1	10059
OR167280.1	10108
OR167279.1	10110
OR167278.1	10093
OR167277.1	10036
OR167276.1	10036
OR167275.1	10110
OR167274.1	9961
OR167273.1	10110
OR167272.1	10036
OR167271.1	10110
OR167270.1	10137
OR167269.1	10122
OR167268.1	10127
OR167267.1	10297
OR167266.1	10074
OR167265.1	10037
OR167264.1	9608
OR167263.1	10497
OR167262.1	10037
OR167261.1	10037
OR167260.1	10037
OR167259.1	10095
OR167258.1	10037
OR167257.1	10095
OR167256.1	10037
OR167255.1	10036
OR167254.1	10128
OR167253.1	10045
OR167252.1	10069
OR167251.1	10037
OR167250.1	10008
OR167249.1	10089
OR167248.1	10036
OR167247.1	10136
OR167246.1	10110
OR167245.1	10110
OR167244.1	10045
OR167243.1	10037
OR167242.1	10025
OR167241.1	10036
OR167240.1	10025
OR167239.1	10045
OR167238.1	10036
OR167237.1	10145
OR167236.1	10116
OR167235.1	9688
OR167234.1	10036
OR167233.1	10036
OR167232.1	10049
OR167231.1	10129
OR167230.1	10036
OR167229.1	10139
OR167228.1	10036
OR167227.1	10036
OR167226.1	10026
OR167225.1	10145
OR167224.1	10128
OR167177.1	10037
OR167176.1	10122
OR167175.1	10110
OR167174.1	10088
OR167173.1	10049
OR167172.1	9608
OR167171.1	10042
OR167170.1	10036
OR167169.1	10036
OR167168.1	10036
OR167167.1	10143
OR167166.1	10134
OR167165.1	10107
OR167164.1	10110
OR167163.1	10075
OR167162.1	10075
OR167161.1	10133
OR167160.1	10110
OR167159.1	10116
OR167158.1	10093
OR167157.1	10025
OR167156.1	10036
OR167155.1	10042
OR167154.1	10033
OR167153.1	10090
OR167152.1	10110
OR167151.1	10034
OR167150.1	10115
OR167149.1	10062
OR167148.1	10085
OR167147.1	10037
OR167146.1	10037
OR167145.1	10030
OR167144.1	10098
OR167143.1	10107
OR167142.1	10095
OR167141.1	10081
OR167140.1	10042
OR167139.1	10030
OR167138.1	10042
OR167137.1	10025
OR167136.1	10110
OR167135.1	10036
OR167134.1	10144
OR167133.1	10308
OR167132.1	10042
OR167131.1	10104
OR167130.1	10036
OR167129.1	10062
OR167128.1	10037
OR167127.1	10110
OR167126.1	10126
OR167125.1	10110
OR166173.1	1479
OR162320.1	10508
OR162319.1	10461
OR162318.1	10546
OR162317.1	10492
OR162316.1	10539
OR162315.1	10560
OR162314.1	10538
OR162313.1	10539
OR162312.1	10528
OR162311.1	10546
OR150755.1	10546
OR150754.1	10553
OR150753.1	10545
OR150752.1	10461
OR150751.1	10546
OR150750.1	10487
OR150749.1	10538
OR150748.1	10537
OR150747.1	10579
OR150746.1	10461
OR150745.1	10544
OR150744.1	10633
OR150743.1	10609
OR150742.1	10011
OR150741.1	10011
OR150740.1	10011
OR150739.1	10011
OR150738.1	10011
OR150737.1	10011
OR150736.1	10011
OR150735.1	10011
OR150734.1	10011
OR150733.1	10011
OR150732.1	10011
OR150731.1	10011
OR150730.1	9989
OR150729.1	10011
OR150728.1	10011
OR150727.1	10011
OR150726.1	10011
OR150725.1	10011
OR150724.1	10011
OR150723.1	10006
OR150722.1	10011
OR150721.1	10011
OR150720.1	10011
OR150719.1	10011
OR150718.1	10011
OR150717.1	10011
OR150716.1	10011
OR150715.1	10011
OR150714.1	10011
OR150713.1	10011
OR150712.1	10011
OR150711.1	10011
OR150710.1	10011
OR150709.1	10011
OR150708.1	10011
OR150707.1	10011
OR150706.1	10011
OR150705.1	10011
OR150704.1	10011
OR150112.1	7851
OQ948474.1	10707
OQ948473.1	10570
OR138998.1	10220
OR138997.1	10162
OR138996.1	10652
OR138995.1	10652
OR138994.1	10652
OR138993.1	10162
OR138992.1	10568
OR138991.1	10634
OR138990.1	10652
OR138989.1	10652
OR138988.1	10625
OR138987.1	10208
OR138986.1	10649
OR138985.1	10162
OR138984.1	10645
OR136172.1	2368
OR136164.1	10669
OQ832627.1	10723
OQ832626.1	10723
OQ832625.1	10723
OQ832624.1	10723
OQ832623.1	10723
OQ832622.1	10723
OQ832621.1	10723
OQ832620.1	10723
OQ832619.1	10723
OQ832618.1	10723
OQ832617.1	10723
OQ832616.1	10723
OQ832615.1	10721
OQ832614.1	10725
OQ832613.1	10735
OQ832612.1	10735
OQ832611.1	10728
OQ832610.1	10735
OQ832609.1	10735
OQ832594.1	1485
OQ832593.1	1485
OQ832592.1	1485
OQ832591.1	1485
OQ832590.1	1485
OQ832589.1	1485
OQ832588.1	1485
OQ832587.1	1485
OQ832586.1	1485
OQ832585.1	1485
OQ832584.1	1485
OQ832583.1	1485
OQ832582.1	1485
OQ832581.1	1485
OQ832580.1	1485
OQ832579.1	1485
OQ832578.1	1485
OQ832577.1	1485
OQ832576.1	1485
OQ832575.1	1485
OQ832574.1	1485
OQ832573.1	1485
OQ832572.1	1485
OQ832571.1	1485
OQ832570.1	1485
OQ832569.1	1485
OQ832568.1	1485
OQ832567.1	1485
OQ832566.1	1485
OQ832565.1	1485
OQ832564.1	1485
OQ832563.1	1485
OQ832562.1	1485
OQ832561.1	1485
OQ832560.1	1485
OR135731.1	1315
OR135730.1	1327
OR126888.1	1622
OR125606.1	10723
OQ872854.1	10016
OQ782229.1	10676
OQ782228.1	10724
OQ782227.1	10724
OQ782226.1	10176
OQ782225.1	10176
OQ782224.1	10176
OQ782223.1	10724
OQ782222.1	10724
OQ782221.1	10176
OQ782220.1	10724
OQ782219.1	10724
OQ782218.1	10686
OQ782217.1	10724
OQ782216.1	10668
OQ782215.1	10176
OQ782214.1	10673
OQ782213.1	10176
OQ782212.1	10686
OQ782211.1	10176
OQ782210.1	10176
OQ782209.1	10176
OQ782208.1	10176
OQ782207.1	10721
OQ782206.1	10701
OQ782205.1	10176
OQ782204.1	10176
OQ782203.1	10724
OQ782202.1	10689
OQ782201.1	10176
OQ782200.1	10176
OQ782199.1	10176
OQ782198.1	10176
OQ827019.1	1479
OQ827018.1	1479
OQ827017.1	1479
OQ827016.1	1479
OQ827015.1	1479
OQ827014.1	1479
OQ827013.1	1479
OQ827012.1	1479
OQ827011.1	1479
OQ827010.1	1479
OQ827009.1	1479
OQ827008.1	1479
OQ827007.1	1479
OQ827006.1	1479
OQ827005.1	1479
OQ827004.1	1479
OQ827003.1	1479
OQ827002.1	1479
OQ827001.1	1479
OQ827000.1	1479
OQ826999.1	1479
OQ826998.1	1479
OQ826997.1	1479
OQ826996.1	1479
OQ826995.1	1479
OQ826994.1	1479
OQ826993.1	1479
OQ826992.1	1479
OQ826991.1	1479
OQ826990.1	1479
OQ826989.1	1479
OQ826988.1	1479
OQ826987.1	1479
OQ826986.1	1479
OQ826985.1	1479
OQ826984.1	1479
OQ826983.1	1479
OQ826982.1	1479
OQ826981.1	1479
OQ826980.1	1479
OQ826979.1	1479
OQ826978.1	1479
OQ826977.1	1479
OQ826976.1	1479
OQ826975.1	1479
OQ826974.1	1479
OQ826973.1	1479
OQ826972.1	1479
OQ826971.1	1479
OQ826970.1	1479
OQ826969.1	1479
OQ826968.1	1479
OQ826967.1	1479
OQ826966.1	1479
OQ826965.1	1479
OQ826964.1	1479
OQ826963.1	1479
OQ826962.1	1479
OQ826961.1	1479
OQ826960.1	1479
OQ826959.1	1479
OQ826958.1	1479
OQ826957.1	1479
OQ826956.1	1479
OQ826955.1	1479
OQ826954.1	1479
OQ826953.1	1479
OQ826952.1	1479
OQ826951.1	1479
OQ826950.1	1479
OQ826949.1	1479
OQ826948.1	1479
OQ826947.1	1479
OQ826946.1	1479
OQ826945.1	1479
OQ826944.1	1479
OQ826943.1	1479
OQ826942.1	1479
OQ826941.1	1479
OQ826940.1	1479
OQ826939.1	1479
OQ826938.1	1479
OQ826937.1	1479
OQ826936.1	1479
OQ826935.1	1479
OQ826934.1	1479
OQ826933.1	1479
OQ826932.1	1479
OQ826931.1	1479
OQ826930.1	1479
OQ826929.1	1479
OQ826928.1	1479
OQ826927.1	1479
OQ826926.1	1479
OQ826925.1	1479
OQ826924.1	1479
OQ826923.1	1479
OQ826922.1	1479
OQ826921.1	1479
OQ826920.1	1479
OQ826919.1	1479
OQ826918.1	1479
OQ826917.1	1479
OQ826916.1	1479
OQ826915.1	1479
OQ826914.1	1479
OQ826913.1	1479
OQ826912.1	1479
OQ826911.1	1479
OQ826910.1	1479
OQ826909.1	1479
OQ826908.1	1479
OQ826907.1	1479
OQ826906.1	1479
OQ826905.1	1479
OQ826904.1	1479
OQ826903.1	1479
OQ826902.1	1479
OQ826901.1	1479
OQ826900.1	1479
OQ826899.1	1479
OQ826898.1	1479
OQ826897.1	1479
OQ826896.1	1479
OQ826895.1	1479
OQ826894.1	1479
OQ826893.1	1479
OQ826892.1	1479
OQ826891.1	1479
OQ826890.1	1479
OQ826889.1	1479
OQ826888.1	1479
OQ826887.1	1479
OQ826886.1	1479
OQ826885.1	1479
OQ826884.1	1479
OQ826883.1	1479
OQ826882.1	1479
OQ826881.1	1479
OQ826880.1	1479
OQ826879.1	1485
OQ826878.1	1485
OQ826877.1	1485
OQ826876.1	1485
OQ826875.1	1485
OQ826874.1	1485
OQ826873.1	1485
OQ826872.1	1485
OQ826871.1	1485
OQ826870.1	1485
OQ826869.1	1485
OQ826868.1	1485
OQ826867.1	1485
OQ826866.1	1485
OQ826865.1	1485
OQ826864.1	1485
OQ826863.1	1485
OQ826862.1	1485
OQ826861.1	1485
OQ826860.1	1485
OQ826859.1	1485
OQ826858.1	1485
OQ826857.1	1485
OQ826856.1	1485
OQ826855.1	1485
OQ826854.1	1485
OQ826853.1	1485
OQ826852.1	1485
OQ826851.1	1485
OQ826850.1	1485
OQ826849.1	1485
OQ826848.1	1485
OQ826847.1	1485
OQ826846.1	1485
OQ826845.1	1485
OQ826844.1	1485
OQ826843.1	1485
OQ826842.1	1485
OQ826841.1	1485
OQ579552.1	1395
OQ579551.1	1395
OQ579550.1	1395
OQ579549.1	1395
OQ579548.1	1395
OQ579547.1	1395
OQ579546.1	1395
OQ579545.1	1395
OQ579544.1	1395
OQ579543.1	1395
OQ579542.1	1395
OQ579541.1	1395
OQ579540.1	1395
OQ579539.1	1395
OQ579538.1	1395
OQ579537.1	1395
OQ579536.1	1395
OQ579535.1	1395
OQ579534.1	1395
OQ579533.1	1395
OQ579532.1	1395
OQ579531.1	1395
OQ579530.1	1395
OQ579529.1	1395
OQ579528.1	1395
OQ579527.1	1395
OQ579526.1	1395
OQ579525.1	1395
OQ579524.1	1395
OQ579523.1	1395
OQ579522.1	1395
OQ579521.1	1395
OQ579520.1	1395
OQ579519.1	1395
OQ579518.1	1395
OQ579517.1	1395
OQ579516.1	1395
OQ579515.1	1395
OQ579514.1	1395
OQ579513.1	1395
OQ579512.1	1395
OQ579511.1	1395
OQ579510.1	1395
OQ579509.1	1395
OQ579508.1	1395
OQ579507.1	1395
OQ579506.1	1395
OQ579505.1	1395
OQ579504.1	1395
OQ579503.1	1479
OQ579502.1	1479
OQ579501.1	1479
OQ579500.1	1479
OQ579499.1	1479
OQ579498.1	1479
OQ579497.1	1479
OQ579496.1	1479
OQ579495.1	1479
OQ579494.1	1479
OQ579493.1	1479
OQ579492.1	1479
OQ579491.1	1479
OQ579490.1	1479
OQ579489.1	1479
OQ579488.1	1479
OQ579487.1	1479
OQ579486.1	1479
OQ579485.1	1479
OQ579484.1	1479
OQ579483.1	1479
OQ579482.1	1479
OQ579481.1	1479
OQ579480.1	1479
OQ579479.1	1479
OQ579478.1	1479
OQ579477.1	1479
OQ579476.1	1479
OQ579475.1	1479
OQ579474.1	1479
OQ579473.1	1479
OQ579472.1	1479
OQ579471.1	1479
OQ579470.1	1479
OQ579469.1	1479
OQ579468.1	1479
OQ579467.1	1479
OQ579466.1	1479
OQ579465.1	1479
OQ579464.1	1479
OQ579463.1	1479
OQ579462.1	1479
OQ579461.1	1479
OQ579460.1	1479
OQ579459.1	1479
OQ579458.1	1479
OQ579457.1	1479
OQ579456.1	1479
OQ579455.1	1479
OQ579454.1	1479
OQ579453.1	1479
OQ579452.1	1479
OQ579451.1	1479
OQ579450.1	1479
OQ579449.1	1476
OQ579448.1	1476
OQ579447.1	1473
OQ579446.1	1461
OQ579445.1	1470
OQ579444.1	1479
OQ579443.1	1479
OQ579442.1	1464
OQ579441.1	1479
OQ579440.1	1479
OQ579439.1	1479
OQ579438.1	1479
OQ579437.1	1479
OQ579436.1	1479
OQ579435.1	1473
OQ579434.1	1479
OQ579433.1	1479
OQ579432.1	1464
OQ579431.1	1464
OQ579430.1	1479
OQ579429.1	1464
OQ579428.1	1464
OQ579427.1	1464
OQ579426.1	1479
OQ579425.1	1479
OQ579424.1	1464
OQ579423.1	1464
OQ579422.1	1464
OQ579421.1	1464
OQ579420.1	1464
OQ579419.1	1464
OQ579418.1	1464
OQ579417.1	1464
OQ579416.1	1464
OQ579415.1	1464
OQ579414.1	1473
OQ579413.1	1479
OQ579412.1	1464
OQ579411.1	1479
OQ579410.1	1479
OQ579409.1	1479
OQ579408.1	1479
OQ579407.1	1479
OQ579406.1	1479
OQ579405.1	1479
OQ579404.1	1479
OQ579403.1	1479
OQ579402.1	1479
OQ579401.1	1479
OQ579400.1	1479
OQ579399.1	1479
OQ579398.1	1479
OQ579397.1	1479
OQ579396.1	1479
OQ579395.1	1479
OQ579394.1	1479
OQ579393.1	1455
OQ579392.1	1479
OQ579391.1	1479
OQ579390.1	1479
OQ579389.1	1479
OQ579388.1	1464
OQ579387.1	1479
OQ579386.1	1464
OQ579385.1	1479
OQ579384.1	1479
OQ579383.1	1479
OQ579382.1	1479
OQ579381.1	1458
OQ579380.1	1461
OQ579379.1	1479
OQ579378.1	1479
OQ579377.1	1479
OQ579376.1	1479
OQ579375.1	1464
OQ579374.1	1479
OQ579373.1	1464
OQ579372.1	1479
OQ579371.1	1479
OQ579370.1	1479
OQ579369.1	1479
OQ579368.1	1479
OQ579367.1	1479
OQ579366.1	1479
OQ579365.1	1479
OQ579364.1	1485
OQ579363.1	1485
OQ579362.1	1485
OQ579361.1	1485
OQ579360.1	1485
OQ579359.1	1485
OQ579358.1	1485
OQ579357.1	1485
OQ579356.1	1485
OQ579355.1	1485
OQ579354.1	1485
OQ579353.1	1485
OQ579352.1	1485
OQ579351.1	1485
OQ579350.1	1485
OQ579349.1	1485
OQ579348.1	1485
OQ579347.1	1485
OQ579346.1	1485
OQ579345.1	1485
OQ579344.1	1485
OQ579343.1	1485
OQ579342.1	1485
OQ579341.1	1485
OQ579340.1	1485
OQ579339.1	1485
OQ579338.1	1485
OQ579337.1	1485
OQ579336.1	1485
OQ579335.1	1485
OQ579334.1	1485
OQ579333.1	1485
OQ579332.1	1485
OQ579331.1	1485
OQ579330.1	1485
OQ579329.1	1485
OQ579328.1	1485
OQ579327.1	1485
OQ579326.1	1485
OQ579325.1	1485
OQ579324.1	1485
OQ579323.1	1485
OQ579322.1	1485
OQ579321.1	1485
OQ579320.1	1485
OQ579319.1	1485
OQ579318.1	1485
OQ579317.1	1485
OQ579316.1	1485
OQ579315.1	1485
OQ579314.1	1485
OQ579313.1	1485
OQ579312.1	1485
OQ579311.1	1485
OQ579310.1	1485
OQ579309.1	1485
OQ579308.1	1485
OQ579307.1	1485
OQ579306.1	1485
OQ579305.1	1485
OQ579304.1	1485
OQ579303.1	1485
OQ579302.1	1485
OQ579301.1	1485
OQ579300.1	1485
OQ579299.1	1485
OQ579298.1	1485
OQ579297.1	1485
OQ579296.1	1485
OQ579295.1	1485
OQ579294.1	1485
OQ579293.1	1485
OQ579292.1	1485
OQ579291.1	1485
OQ579290.1	1485
OQ579289.1	1485
OQ579288.1	1485
OQ579287.1	1485
OQ579286.1	1485
OQ579285.1	1485
OQ579284.1	1485
OQ579283.1	1485
OQ579282.1	1485
OQ579281.1	1485
OQ579280.1	1485
OQ579279.1	1485
OQ579278.1	1485
OQ579277.1	1485
OQ579276.1	1485
OQ579275.1	1485
OQ579274.1	1485
OQ579273.1	1485
OQ579272.1	1485
OQ579271.1	1485
OQ579270.1	1485
OQ579269.1	1485
OQ579268.1	1485
OQ579267.1	1485
OQ579266.1	1485
OQ579265.1	1485
OQ579264.1	1485
OQ579263.1	1485
OQ579262.1	1485
OQ579261.1	1485
OQ579260.1	1485
OQ579259.1	1485
OQ579258.1	1485
OQ579257.1	1485
OQ579256.1	1485
OQ579255.1	1485
OQ579254.1	1485
OQ579253.1	1485
OQ579252.1	1485
OQ579251.1	1485
OQ579250.1	1485
OQ579249.1	1485
OQ579248.1	1485
OQ579247.1	1485
OQ579246.1	1485
OQ579245.1	1485
OQ579244.1	1485
OQ579243.1	1485
OQ579242.1	1485
OQ579241.1	1485
OQ579240.1	1485
OQ579239.1	1485
OQ579238.1	1485
OQ579237.1	1485
OQ579236.1	1485
OQ579235.1	1485
OQ579234.1	1485
OQ579233.1	1485
OQ579232.1	1485
OQ579231.1	1485
OQ579230.1	1485
OQ579229.1	1485
OQ579228.1	1485
OQ579227.1	1485
OQ579226.1	1485
OQ579225.1	1485
OQ579224.1	1485
OQ579223.1	1485
OQ579222.1	1485
OQ579221.1	1485
OQ579220.1	1485
OQ579219.1	1485
OQ579218.1	1485
OQ579217.1	1485
OQ579216.1	1485
OQ579215.1	1485
OQ579214.1	1485
OQ579213.1	1485
OQ579212.1	1485
OQ579211.1	1485
OQ579210.1	1485
OQ579209.1	1485
OQ579208.1	1485
OQ579207.1	1485
OQ579206.1	1485
OQ579205.1	1485
OQ579204.1	1485
OQ579203.1	1485
OQ579202.1	1485
OQ579201.1	1485
OQ579200.1	1485
OQ579199.1	1485
OQ579198.1	1485
OQ579197.1	1485
OQ579196.1	1485
OQ579195.1	1485
OQ579194.1	1485
OQ579193.1	1485
OQ579192.1	1485
OQ579191.1	1485
OQ579190.1	1485
OQ579189.1	1485
OQ579188.1	1485
OQ579187.1	1485
OQ579186.1	1485
OQ579185.1	1485
OQ579184.1	1485
OQ579183.1	1485
OQ579182.1	1485
OQ579181.1	1485
OQ579180.1	1485
OQ579179.1	1485
OQ579178.1	1485
OQ579177.1	1485
OQ579176.1	1485
OP925880.1	1479
OP925879.1	1485
OP925878.1	1485
OP925877.1	1485
OP919593.1	1485
OP919592.1	1485
OP919591.1	1485
OP919590.1	1485
OP919589.1	1485
OP919588.1	1485
OP919587.1	1485
OP919586.1	1485
OP919585.1	1485
OP919584.1	1485
OP919583.1	1485
OP919582.1	1485
OP919581.1	1485
OP919580.1	1485
OP919579.1	1485
OP919578.1	1485
